ID,Study ID,Reference,Grouping,Victim,Perpetrator,Route Victim,Route Perpetrator,Mechanism,Compartment,AUCR Avg,AUCR AvgType,AUCR Var,AUCR VarType,CmaxR Avg,CmaxR AvgType,CmaxR Var,CmaxR VarType,t_placebo_0,t_placebo_end,t_treatment_0,t_treatment_end,t Unit,R Dose correction factor,Comment,Dose,Dose free API,Dose Unit,Route,Times of Administration,Times Unit,Description,Comment Regimen,Administered form,Formulation type,Infusion duration [min],Water volume ingested for drug intake [mL],Comment on administration/formulation,Fasted/Fed state,Duration of fasting before drug administration [h],Duration of fasting after drug administration [h],Comment on food intake
1340,Pourbaix 1985,https://pubmed.ncbi.nlm.nih.gov/2864320/,Alprazolam + Cimetidine,Alprazolam,Cimetidine,PO,PO,Reversible_Inhibition,Plasma,1.727891156,Approx. Avg,,,1.818681319,Approx. Avg,,,168,240,336,408,h,,,200/400,,mg,,(200mg): (S0-T5-R3)-(S24-T5-R3)-(S48-T5-R3)-(S72-T5-R3)-(S96-T5-R3)-(S120-T5-R3)-(S144-T5-R3)-(S168-T5-R3)-(S192-T5-R3)-(S216-T5-R3)-(S240-T5-R3)-(S264-T5-R3)-(S288-T5-R3)-(S312-T5-R3)-(S336-T5-R3)-(S360-T5-R3)-(S384-T5-R3); (400mg): S15-T24-R17,h,(200mg): MD TID (17 days); (400mg): OD (17 days),(200mg): MD TID (Day 15-31); (400mg): OD (Day 15-31); 1 g/d,,,,,,,,,
1342,Pourbaix 1985,https://pubmed.ncbi.nlm.nih.gov/2864320/,Triazolam + Cimetidine,Triazolam,Cimetidine,PO,PO,Reversible_Inhibition,Plasma,2.201277955,Approx. Avg,,,1.510883483,Approx. Avg,,,144,168,327,351,h,,,200/400,,mg,,(200mg): (S0-T5-R3)-(S24-T5-R3)-(S48-T5-R3)-(S72-T5-R3)-(S96-T5-R3)-(S120-T5-R3)-(S144-T5-R3)-(S168-T5-R3)-(S192-T5-R3)-(S216-T5-R3)-(S240-T5-R3)-(S264-T5-R3)-(S288-T5-R3)-(S312-T5-R3)-(S336-T5-R3)-(S360-T5-R3)-(S384-T5-R3); (400mg): S15-T24-R17,h,(200mg): MD TID (17 days); (400mg): OD (17 days),(200mg): MD TID (Day 15-31); (400mg): OD (Day 15-31); 1 g/d,,,,,,,,,
1344,Kienlen 1993,https://link.springer.com/article/10.1007/BF03259596,Alfentanil + Cimetidine,Alfentanil,Cimetidine,IV,IV,Reversible_Inhibition,Serum,2.803149606,Approx. Avg,,,,,,,0,inf,48,inf,h,,,1200,,mg,IV,0-24,h,MD OD (2 days),MD OD (Day 1-2),,,,,15 to 20 mg/kg,,,,
1346,Elliott 1984,https://pubmed.ncbi.nlm.nih.gov/6152615/,Midazolam/cimetidine,Midazolam,Cimetidine,PO,PO,Reversible_Inhibition,Plasma,2.016042781,Approx. Avg,,,2.383333333,Approx. Avg,,,0,inf,26.5,inf,h,,,200/400,,mg,,(200mg): 0-6-12-24; (400mg): 18,h,"(200mg): MD TID (1 day), OD (1 day); (400mg): OD (1 day)","(200mg): MD TID (Day 1), OD (Day 2); (400mg): OD (Day 2)",,,,,,,,,
211,Jacobson 2004,https://pubmed.ncbi.nlm.nih.gov/15518608/,Pravastatin with Itraconazole,Pravastatin,Itraconazole,PO,PO,Reversible_Inhibition,Plasma,1.117021277,Approx. Avg,11,% Change,1.140625,Approx. Avg,14,% Change,0,inf,696,inf,h,,,200,,mg,,S24-T24-R29,h,MD OD (29 days),MD OD (Day 2-30),,,,,,,,,
1124,Neuvonen 1998,https://pubmed.ncbi.nlm.nih.gov/9542477/,Pravastatin with Itraconazole,Pravastatin,Itraconazole,PO,PO,Reversible_Inhibition,Plasma,1.7,Arith. Mean,,,2.5,arith. Mean,,,0,inf,74,inf,h,,,200,,mg,PO,0-24-48-72,h,MD OD (4 days),MD,,"Sporanox, Janssen Pharma, Beerse, Belgium",,,Dosing at 7:30 am for 4 days,,,,
1126,Kantola 2000,https://pubmed.ncbi.nlm.nih.gov/10952477/,Pravastatin with Fluconazole,Pravastatin,Fluconazole,PO,PO,,Plasma,1.4,Arith. Mean,"0,5-2,7",Relative to control (range),1.3,arith. Mean,"0,3-2,8",Relative to control (range),0,inf,73,inf,h,,,400 / 200,,mg,PO,0-24-48-72,h,MD OD (4 days),"MD, Day1: 400mg, Day 2-4: 200mg",,"Diflucan, Pfizer Inc., N.Y.",,,,,,,
1129,Maeda 2011,https://pubmed.ncbi.nlm.nih.gov/21832990/,Pravastatin with Itraconazole,Pravastatin,Itraconazole,PO,PO,Reversible_Inhibition,Plasma,1.472361809,Approx. Avg,,,,,,,0,8,1,9,h,,"AUCR was calculated by using these values: AUC(0-t)/dose, area under the plasma concentration-time curve from time 0 to t hours normalized by dose in each phase.",200,,mg,IV,0,h,SD,,,Itrizole 1% solution,60,,1h before oral solution,,,,
1130,Maeda 2011,https://pubmed.ncbi.nlm.nih.gov/21832990/,Pravastatin with Rifampicin,Pravastatin,Rifampicin,PO,PO,Induction,Plasma,4.639865997,Approx. Avg,,,,,,,0,8,0,8,h,1,"AUCR was calculated by using these values: AUC(0-t)/dose, area under the plasma concentration-time curve from time 0 to t hours normalized by dose in each phase.",600,,mg,PO,0,h,SD,,,four 150mg Rifadin capsules,,,at the same time of oral solution,,,,
1146,Azie 1998,https://pubmed.ncbi.nlm.nih.gov/9797793/,with Diltiazem,Pravastatin,Diltiazem,PO,PO,,Plasma,1.027027027,Approx. Avg,,,1.303030303,Approx. Avg,,,0,inf,325,inf,h,,,120,,mg,,S0-T12-R42,h,MD: BID for 2 weeks,2 weeks of 120 mg diltiazem twice a day,,Cardizem SR,,,,,,,
1149,Lutz 2018a,https://pubmed.ncbi.nlm.nih.gov/29569723/,"Cohort 2, 2 mg Rifampicin",Pravastatin,Rifampicin,PO,PO,Induction,Plasma,0.833,geom mean,"(0,716; 0,970)",90%CI,0.856,geom mean,"(0,690; 1,063)",90%CI,0,inf,276,708,h,1,,2,,mg,PO,S0-T24-R18,h,MD OD (18 days),Acc. to Table 2: RIF was given q.d. from DAY 9 to DAY 26 (RIF 10mg and 2mg) and DAY 27 to DAY 44 (RIF 75mg and 600mg),,,,,,,,,
1150,Lutz 2018a,https://pubmed.ncbi.nlm.nih.gov/29569723/,"Cohort 1, 10 mg Rifampicin",Pravastatin,Rifampicin,PO,PO,Induction,Plasma,0.813,geom mean,"(0,713; 0,926)",90%CI,0.788,geom mean,"(0,660; 0,939)",90%CI,0,inf,276,708,h,1,,10,,mg,PO,S0-T24-R18,h,MD OD (18 days),Acc. to Table 2: RIF was given q.d. from DAY 9 to DAY 26 (RIF 10mg and 2mg) and DAY 27 to DAY 44 (RIF 75mg and 600mg),,,,,,,,,
1151,Lutz 2018a,https://pubmed.ncbi.nlm.nih.gov/29569723/,"Cohort 1, 75 mg Rifampicin",Pravastatin,Rifampicin,PO,PO,Induction,Plasma,0.421,geom mean,"(0,350; 0,505)",90%CI,0.407,geom mean,"(0,325; 0,511)",90%CI,0,inf,708,inf,h,1,,"10, 75",,mg,PO,"S0-T24-R18 (10 mg), S432-T24-R18 (75 mg)",h,"MD OD (18 day 10 mg, 18 days 75 mg)",Acc. to Table 2: RIF was given q.d. from DAY 9 to DAY 26 (RIF 10mg and 2mg) and DAY 27 to DAY 44 (RIF 75mg and 600mg),,,,,,,,,
1152,Lutz 2018a,https://pubmed.ncbi.nlm.nih.gov/29569723/,"Cohort 2, 600 mg Rifampicin",Pravastatin,Rifampicin,PO,PO,Induction,Plasma,0.416,geom mean,"(0,333; 0,521)",90%CI,0.473,geom mean,"(0,361; 0,621)",90%CI,0,inf,708,inf,h,1,,"2, 600",,mg,PO,"S0-T24-R18 (2 mg), S432-T24-R18 (600 mg)",h,"MD OD (18 day 2 mg, 18 days 600 mg)",Acc. to Table 2: RIF was given q.d. from DAY 9 to DAY 26 (RIF 10mg and 2mg) and DAY 27 to DAY 44 (RIF 75mg and 600mg),,,,,,,,,
1169,Jacobson 2004,https://pubmed.ncbi.nlm.nih.gov/15518608/,Pravastatin with Verapamil,Pravastatin,Verapamil,PO,PO,Mechanism_based_Inactivation,Plasma,1.315789474,Approx. Avg,+31,%Change,1.40625,Approx. Avg,+42,%Change,0,24,72,96,h,,AUCRVar and CmaxR Var taken from %Change (Table 1),120 IR / 480 ER,,mg,,0-12-36-60,h,"MD: Day 1: 120mg IR in the morning, Day 2-4: 480mg ER in the evening","120mg immediate-released (IR), 480mg extended-released (ER)",,,,,,,,,
1172,Jacobson 2004,https://pubmed.ncbi.nlm.nih.gov/15518608/,Pravastatin with Clarithromycin,Pravastatin,Clarithromycin,PO,PO,Mechanism_based_Inactivation,Plasma,2.111111111,Approx. Avg,+110,%Change,2.277777778,Approx. Avg,+128,%Change,144,154,168,181.5,h,,AUCRVar and CmaxR Var taken from %Change (Table 4),500,,mg,,S0-T12-R18,h,MD BID (9 days),MD: bid for 9 days,,,,,,,,,
1174,Yee 2019,https://pubmed.ncbi.nlm.nih.gov/30982223/,Pravastatin with Cyclosporin,Pravastatin,Cyclosporin,PO,PO,,Plasma,3.419753086,Approx. Avg,,,3.198113208,Approx. Avg,,,0,12,11,23,h,,AUCR & CmaxR: (PRA + CsA) / (PRA + Placebo),100,,mg,,0-10,h,MD OD (2 days),"MD: Day 1 evening: 100mg, Day 2 morning: 100mg",,,,,,,,,fasted at least for 10h for dosing at Day 2
1183,Becquemont 2007,https://pubmed.ncbi.nlm.nih.gov/17301736/,with Amiodarone,Pravastatin,Amiodarone,PO,PO,,Plasma,0.899854862,Approx. Avg,86% (63-118%),90% CI,0.767511177,Approx. Avg,72% (47-109%),90% CI,0,24,72,96,h,,AUCRVar and CmaxR Var taken from Point Estimates (Table 1),400,,mg,PO,S0-T24-R4,h,MD: OD (4 days),"MD, q.d. for 4 days",,"amiodarone (Cordarone(R), 200 mg tablets, Sanofi-Aventis, France)",,,,fasted,overnight fast,,
1185,Mazzu 2000,https://pubmed.ncbi.nlm.nih.gov/11061579/,Pravastatin + Itraconazole,Pravastatin,Itraconazole,PO,PO,Reversible_Inhibition,Plasma,1.51,Geom LS means,"1,10 -2,06",90% CI,1.24,Geom LS means,"0,86 - 1,79",90% CI,0,inf,100,inf,h,,"AUC(0-tn): AUCR: 1,56 (Geom LS means); AUCR Var: 1,18-2,06 (90% CI)",200,,mg,PO,S0-T24-R5,h,MD OD (5 days),MD: OD Day 6-10,,,,,Dosing of ITZ at 6PM  ± 30 min,,,,
1198,Kyrklund 2003,https://pubmed.ncbi.nlm.nih.gov/12811363/,with Gemfibrozil,Pravastatin,Gemfibrozil,PO,PO,,Plasma,2.018705036,Approx Avg,,,1.809954751,Approx. Avg,,,0,inf,49,inf,h,,"Cmax(mg/L) of Gemfibrozil: 32+/- 8.5; AUC(1-25)(mg*h/L): 209+/- 97 [arith mean+/- SD]; Difference between phases: AUC(0-inf): 141.6 (12.6 to 270.6) [mean and 95%CI]; AUC(0-24): 141,1 (12,4 to 269,9) [mean and 95%CI]; Cmax: 53.7 (–12.1 to 119.6) [mean and 95%CI]",600,,mg,PO,S0-T12-R6,h,MD BID (3 days),MD: BID Day1-3,,"one 600-mg tablet of Lopid; Parke-Davis, Freiburg, Germany",,,Dosing of Gemfibrozil at 8 AM and 8 PM,,,,overnight fast on Day 3. At 8AM: gemfibrozil was given; at 9AM: pravastatin was given; 3h after pravastatin administration standard meal was given.
1200,Kyrklund 2004,https://pubmed.ncbi.nlm.nih.gov/14748817/,with Rifampicin (MD 600 mg),Pravastatin,Rifampicin,PO,PO,Induction,Plasma,0.69084507,Approx Avg,,,0.788018433,Approx. Avg,,,0,inf,113,inf,h,1,"Difference between phases: AUC(0-inf): -51.9–-0.4 [95%CI]; AUC(0-12): (-51,7 to -0,4) [95%CI]; Cmax: -24.9–5.1 [95%CI]",600,,mg,PO,S0-T24-R5,h,MD OD (5 days),MD: OD Day 1-5,,"Rifarm, Pharmacal, Helsinki, Finland",,,Dosing at 4 PM daily for 5 days,,,,
1350,Lutz 2018a,https://pubmed.ncbi.nlm.nih.gov/29569723/,"Cohort 2, 2 mg Rifampicin",Midazolam,Rifampicin,PO,PO,Induction,Plasma,0.769,GMR,0.730-0.810,90%CI,0.79,GMR,0.738-0.846,90%CI,0,inf,228,660,h,1,,2,,mg,PO,S0-T24-R18,h,MD OD (18 days),,,,,,,,,,
1351,Lutz 2018a,https://pubmed.ncbi.nlm.nih.gov/29569723/,"Cohort 1, 10 mg Rifampicin",Midazolam,Rifampicin,PO,PO,Induction,Plasma,0.398,GMR,0.359-0.441,90%CI,0.516,GMR,0.460-0.579,90%CI,0,inf,228,660,h,1,,10,,mg,PO,S0-T24-R18,h,MD OD (18 days),,,,,,,,,,
1352,Lutz 2018a,https://pubmed.ncbi.nlm.nih.gov/29569723/,"Cohort 1, 75 mg Rifampicin",Midazolam,Rifampicin,PO,PO,Induction,Plasma,0.0916,GMR,0.0795-0.1055,90%CI,0.149,GMR,0.130-0.171,90%CI,0,inf,660,inf,h,1,,"first 10, then 75",,mg,PO,"S0-T24-R18 (10 mg), S432-T24-R18 (75 mg)",h,"MD OD (18 days 10 mg, then 18 days 75 mg)",,,,,,,,,,
1353,Lutz 2018a,https://pubmed.ncbi.nlm.nih.gov/29569723/,"Cohort 2, 600 mg Rifampicin",Midazolam,Rifampicin,PO,PO,Induction,Plasma,0.0859,GMR,0.0695-0.1061,90%CI,0.139,GMR,0.112-0.172,90%CI,0,inf,660,inf,h,1,,"first 2, then 600",,mg,PO,"S0-T24-R18 (2 mg), S432-T24-R18 (600 mg)",h,"MD OD (18 days 2 mg, then 18 days 600 mg)",,,,,,,,,,
1355,Björkhem-Bergman 2013,https://pubmed.ncbi.nlm.nih.gov/23674608/,with Rifampicin 10 mg,Midazolam,Rifampicin,PO,PO,Induction,Plasma,0.5,GMR,,,,,,,0,10,336,346,h,1,AUCR inverted from CL ratio,10,,mg,PO,S0-T24-R14,h,MD OD (14 days),,,Rifadin oral suspension,,,,,,,
1356,Björkhem-Bergman 2013,https://pubmed.ncbi.nlm.nih.gov/23674608/,with Rifampicin 20 mg,Midazolam,Rifampicin,PO,PO,Induction,Plasma,0.384615385,GMR,,,,,,,0,10,336,346,h,1,AUCR inverted from CL ratio,20,,mg,PO,S0-T24-R14,h,MD OD (14 days),,,Rifadin oral suspension,,,,,,,
1357,Björkhem-Bergman 2013,https://pubmed.ncbi.nlm.nih.gov/23674608/,with Rifampicin 100 mg,Midazolam,Rifampicin,PO,PO,Induction,Plasma,0.25,GMR,,,,,,,0,10,336,346,h,1,AUCR inverted from CL ratio,100,,mg,PO,S0-T24-R14,h,MD OD (14 days),,,Rifadin oral suspension,,,,,,,
1362,Chattopadhyay 2018,https://pubmed.ncbi.nlm.nih.gov/30171692/,with Perpetrator (Rifampicin),Midazolam,Rifampicin,PO,PO,Induction,Plasma,0.141,GMR,28.8,geom. CV%,0.138,GMR,20.8,geom. CV%,0,inf,168,inf,h,1,Subjects received a single dose of vilaprisan 4 mg simultaneously with midazolam.,600,,mg,PO,0-24-48-72-96-120-144-180-192-216-240,h,MD OD (11 days),,,,,,,,,,
1392,Ahonen 1997,https://pubmed.ncbi.nlm.nih.gov/9049584/,Midazolam with perpetrator fluconazole i.v,Midazolam,Fluconazole,PO,IV,Reversible_Inhibition,Plasma,3.08,Approx. Avg,,,1.786,Approx. Avg,,,1,18,1,18,h,,,400,,mg,IV,0,h,SD,,,,60,,,Fasted,,,
1393,Ahonen 1997,https://pubmed.ncbi.nlm.nih.gov/9049584/,Midazolam with perpetrator fluconazole oral,Midazolam,Fluconazole,PO,PO,Reversible_Inhibition,Plasma,3.41,Approx. Avg,,,2.296,Approx. Avg,,,1,18,1,18,h,,,400,,mg,PO,0,h,SD,,,Diflucan ,,150,,Fasted,,,
1394,Varhe 1996c,https://pubmed.ncbi.nlm.nih.gov/8904618/,Triazolam with perpetrator fluconazole 50mg ,Triazolam,Fluconazole,PO,PO,Reversible_Inhibition,Plasma,1.587,Approx. Avg,,,1.467,Approx. Avg,,,73,92,73,92,h,,,50,,mg,PO,0-24-48-72,h,MD for 4 days,victim administered 1 h after last dose,,Diflucan ,,150,,Fasted,,,
1395,Varhe 1996c,https://pubmed.ncbi.nlm.nih.gov/8904618/,Triazolam with perpetrator fluconazole 100mg ,Triazolam,Fluconazole,PO,PO,Reversible_Inhibition,Plasma,1.99,Approx. Avg,,,1.4,Approx. Avg,,,73,92,73,92,h,,,100,,mg,PO,0-24-48-73,h,MD for 4 days,victim administered 1 h after last dose,,Diflucan ,,150,,Fasted,,,
1396,Varhe 1996c,https://pubmed.ncbi.nlm.nih.gov/8904618/,Triazolam with perpetrator fluconazole 200mg ,Triazolam,Fluconazole,PO,PO,Reversible_Inhibition,Plasma,3.652,Approx. Avg,,,2.33,Approx. Avg,,,73,92,73,92,h,,,200,,mg,PO,0-24-48-74,h,MD for 4 days,victim administered 1 h after last dose,,Diflucan ,,150,,Fasted,,,
1398,Palkama 1998,https://pubmed.ncbi.nlm.nih.gov/9661572/,Alfentanil with perpetrator fluconazole i.v.,Alfentanil,Fluconazole,IV,IV,Reversible_Inhibition,Plasma,2.07,Approx. Avg,,,1.2,Approx. Avg,,,1,11,1,11,h,,,400,,mg,IV,0,h,SD,,,,,,,,,,
1399,Palkama 1998,https://pubmed.ncbi.nlm.nih.gov/9661572/,Alfentanil with perpetrator fluconazole po,Alfentanil,Fluconazole,IV,PO,Reversible_Inhibition,Plasma,1.97,Approx. Avg,,,1.04,Approx. Avg,,,1,11,1,11,h,,,400,,mg,PO,0,h,SD,,,Diflucan,,,,Fasted,,,
895,Burstein 2000,https://pubmed.ncbi.nlm.nih.gov/11180020/,After St John’s Wort,Carbamazepine,St John's Wort,PO,PO,Induction,Plasma,0.9976024,GMR,1.179883,Geom. SD,1.053142,GMR,1.241582,Geom. SD,480,504,816,840,h,,,300,,mg,PO,S504-T8-R42,h,MD,The St John’s Wort preparation used in this study was standardized to 0.3% hypericin (confirmed in our laboratory with a United States Pharmacopeia/National Formulary method),,,,,,Fed,,,
900,Dalton 1985a,https://pubmed.ncbi.nlm.nih.gov/3987645/,Treatment with cimetidine,Carbamazepine,Cimetidine,PO,PO,Reversible_Inhibition,Plasma,1.254777,Approx. Avg,,,,,,,0,inf,48,inf,h,,,300,,mg,PO,(S0-T24-R9)-(S4-T24-R9)-(S8-T24-R9)-(S16-T24-R9),h,MD,,,,,,,,,,
465,Barzaghi 1987,https://pubmed.ncbi.nlm.nih.gov/3440106/,With erythromycin,Carbamazepine,Erythromycin,PO,PO,Mechanism_based_Inactivation,Serum,1.319647,Approx. Avg,,,0.9615385,Approx. Avg,,,0,inf,144,inf,h,1,,500,,mg,PO,S0-T8-R30,h,MD,Time of carbamazepine administration relative to erythromycin administration not reported,Erythromycin stearate,,,,,,,,
959,Ji 2008,https://pubmed.ncbi.nlm.nih.gov/18519918/,"Efavirenz + Carbamazepine, treatment (Arm 1)",Efavirenz,Carbamazepine,PO,PO,Induction,Plasma,0.64,GMR,0.60-0.68,90%CI,0.79,GMR,0.74-0.85,90%CI,312,336,816,840,h,1,,200/400,,mg,PO,Days15-17: S336-T24-R3; Days18-20: S408-T12-R6; Days21-35: S480-T24-R15,h,MD,,"tablets of 200-mg strength (Novartis Pharmaceuticals Co, East Hanover, New Jersey)",,,,,Fasted,2,2,No food for at least 2h before and after dosing
961,Ji 2008,https://pubmed.ncbi.nlm.nih.gov/18519918/,"Carbamazepine + Efavirenz, treatment (Arm 2)",Carbamazepine,Efavirenz,PO,PO,Induction,Plasma,0.73,GMR,0.67-0.80,90%CI,0.8,GMR,0.76-0.85,90%CI,480,504,816,840,h,1,,600,,mg,PO,S504-T24-R14,h,MD,,"tablets of 600-mg strength (Bristol-Myers Squibb Co, Princeton, New Jersey)",,,,,Fasted,2,2,No food for at least 2h before and after dosing
1157,Miles 1989,https://pubmed.ncbi.nlm.nih.gov/2911854/,300 mg CBZ during ERY,Carbamazepine,Erythromycin,PO,PO,Mechanism_based_Inactivation,Serum,1.272997,GMR,,,1.0927027,GMR,,,312,336,384,408,h,1,GMR calculated from reported individual values,250,,mg,PO,S336-T6-R12,h,MD QID (3 days),MD QID (Day 15-17),,"ERY base (ERYC, lot no. CL102037; Warner-Lambert, Ann Arbor, MI, USA)",,,,fasted,12,4,"Fasting of 12h only for morning of Day 14 + 17. During the control and treament admissions standardized caffeine-free, low fat diets were provided beginning 4h after the CBZ dose."
1158,Miles 1989,https://pubmed.ncbi.nlm.nih.gov/2911854/,400 mg CBZ during ERY,Carbamazepine,Erythromycin,PO,PO,Mechanism_based_Inactivation,Serum,1.423285,GMR,,,0.9979275,GMR,,,312,336,384,408,h,1,GMR calculated from reported individual values,250,,mg,PO,S336-T6-R12,h,MD QID (3 days),MD QID (Day 15-17),,"ERY base (ERYC, lot no. CL102037; Warner-Lambert, Ann Arbor, MI, USA)",,,,fasted,12,4,"Fasting of 12h only for morning of Day 14 + 17. During the control and treament admissions standardized caffeine-free, low fat diets were provided beginning 4h after the CBZ dose."
1154,Wong 1983,https://pubmed.ncbi.nlm.nih.gov/6831824/,Treatment A (with erythromycin),Carbamazepine,Erythromycin,PO,PO,Mechanism_based_Inactivation,Plasma,1.239669,Approx. Avg,,,,,,,0,inf,120,inf,h,1,AUCR calculated from reported model-dependent CL values; using the reported model-independent CL values yields an AUCR of 1.201,250,,mg,PO,S0-T6-R32,h,MD,Time of carbamazepine administration relative to erythromycin administration not reported,,,,,,,,,
1457,Furukori 1998,https://pubmed.ncbi.nlm.nih.gov/9536449/,treatment with carbamazepine,Alprazolam,Carbamazepine,PO,PO,Induction,Plasma,0.4225352,Approx. Avg,,,1.111111,Approx. Avg,,,0,inf,170,inf,h,1,,300,,mg,PO,S0-T8-R30,h,MD,,,"Tegretol (Novartis Pharma, Tokyo, Japan)",,,,,,,
1460,Lutz 2018b,https://pubmed.ncbi.nlm.nih.gov/29569712/,"Cohort 1, 300 mg carbamazepine BID",Midazolam,Carbamazepine,PO,PO,Induction,Plasma,0.211,GMR,0.183-0.244,90%CI,0.318,GMR,0.281-0.361,90%CI,0,inf,404,inf,h,1,,"100, then escalated to 300",,mg,PO,S0-T12-R52,h,MD,BID over 26 days; initiated at 100 mg BID and escalated to final 300 mg BID over 1 week,,,,,"For modeling, the following dosing regimen was assumed: Day 1 - 2: 100 mg BID; Day 3 - 4: 200 mg BID; thereafter: 300 mg BID",,,,
3003,Verstuyft 2003,https://pubmed.ncbi.nlm.nih.gov/12545143/,0.5mg with dipyridamole,Digoxin,Dipyridamole,PO,PO,,Plasma,1.077630611,Approx. Avg,,,1.233333333,Approx. Avg,,,0,inf,48,inf,h,,,75,,mg,PO,75mg: 0-3-24-27; 150mg: 12-36-48,h,MD: BID 75mg (2 days); OD 150mg (3 days),MD: BID 75mg Day 1-2; OD 150mg Day 1-3,tablet,"dipyridamole (Persantine; Boehringer Ingelheim, Neuilly sur Seine, France)",,,,,,,overnight fast on Day 3
3014,Ding 2004,https://pubmed.ncbi.nlm.nih.gov/15229466/,0.5mg iv with ritonavir,Digoxin,Ritonavir,IV,PO,,Plasma,1.863636364,Approx. Avg,,,,,,,0,inf,48.33,inf,h,,,300,,mg,PO,S0-T12-R22,h,MD BID (11 days),MD BID (Day 1-11),,"300 mg ritonavir (Norvir; Abbott Laboratories, Abbott Park, Ill)",,,,,,,
3022,Lalonde 1985,https://pubmed.ncbi.nlm.nih.gov/3978996/,0.01mg/kg charcoal,Digoxin,Charcoal,IV,PO,,Plasma,,,,,,,,,0,inf,0,inf,h,,,25,,mg,PO,(S0-T4-R5)-22-28-34-40,h,MD,MD,,activated charcoal slurry,,,,,,,
3025,Rengelshausen 2003,https://pubmed.ncbi.nlm.nih.gov/12848773/,0.75mg/kg po with clarithromycin,Digoxin,Clarithromycin,PO,PO,Reversible_Inhibition,Plasma,1.642857143,Approx Avg,"7,0; 12",95% CI (diff.),1.833333333,Approx. Avg,"1,6; 3,9",95% CI (diff.),0,inf,24.5,48.5,h,,,250,,mg,PO,S0-T12-R6,h,MD BID (3 days),MD BID Day 1-3,,"Klacid® tablets, Abbott GmbH, Wiesbaden, Germany",,,Klacid® tablets were encapsulated into hard gelatine capsules by the hospital pharmacy to match the corresponding placebo capsules filled with lactose.,,,,Food or beverages containing alcohol or caffeine were not allowed from 12 h before clarithromycin administration until the last blood sample was drawn.
3028,Tsutsumi 2002,https://pubmed.ncbi.nlm.nih.gov/12362931/,0.5mg iv with erythromycin,Digoxin,Erythromycin,IV,PO,Reversible_Inhibition,Plasma,0.955,Approx Avg,,,0.989010989,Approx. Avg,,,0,inf,24,inf,h,1,,200,,mg,PO,S0-T6-R20,h,MD QID (5 days),MD QID Day 1-5,,"Erythrocin®, Dainippon Pharmaceutical Co., Osaka, Japan",,,,,,,
3029,Tsutsumi 2002,https://pubmed.ncbi.nlm.nih.gov/12362931/,0.5mg iv with clarithromycin,Digoxin,Clarithromycin,IV,PO,Reversible_Inhibition,Plasma,0.98,Approx Avg,,,0.989010989,Approx. Avg,,,0,inf,24,inf,h,1,,200,,mg,PO,S0-T12-R10,h,MD BID (5 days),MD BID Day 1-5,,"Klaricid®, Dainippon Pharmaceutical Co., Osaka, Japan",,,,,,,
3031,Tsutsumi 2002,https://pubmed.ncbi.nlm.nih.gov/12362931/,0.5mg iv with erythromycin,Digoxin,Erythromycin,IV,PO,Reversible_Inhibition,Urine,0.716678806,Approx Avg,,,,,,,0,inf,24,inf,h,1,1/CLR ratio,200,,mg,PO,S0-T6-R20,h,MD QID (5 days),MD QID Day 1-5,,"Erythrocin®, Dainippon Pharmaceutical Co., Osaka, Japan",,,,,,,
3032,Tsutsumi 2002,https://pubmed.ncbi.nlm.nih.gov/12362931/,0.5mg iv with clarithromycin,Digoxin,Clarithromycin,IV,PO,Reversible_Inhibition,Urine,0.736526946,Approx Avg,,,,,,,0,inf,24,inf,h,1,1/CLR ratio,200,,mg,PO,S0-T12-R10,h,MD BID (5 days),MD BID Day 1-5,,"Klaricid®, Dainippon Pharmaceutical Co., Osaka, Japan",,,,,,,
3034,Becquemont 2001,https://pubmed.ncbi.nlm.nih.gov/11673746/,0.5mg po with grapefruit juice,Digoxin,Grapefruit Juice,PO,PO,,Plasma,1.085770947,Approx Avg,,,1.227272727,Approx. Avg,,,0.5,inf,0,12,h,,,"220 (0-4-8-12h); 50 (0,5h)",,ml,PO,"0-0,5-4-8-12",h,MD (1 day),"MD: 0-4-8-12h: 220ml, 0,5h: 50ml ",,"reconstituting frozen concentrated juice (Picard, France) from a single batch to regular strength. 200ml of concentrated juice was extemporaneously added to 600ml of water. Concentrated juice is made from Israeli white grapefruit by GAT Food Canneries (Israel) [brand name Jaffa Champion, distributed by Picard (France)] ",,,"220 mL of grapefruit 30 min before administration of digoxin and 3,5h, 7,5h and 11,5h after admin",Fasted,overnight,4,standard meal after 4 and 10 hours dosing
3036,Eckermann 2012,https://pubmed.ncbi.nlm.nih.gov/21257799/,0.25mg po with roflumilast,Digoxin,Roflumilast,PO,PO,,Plasma,1.01,geom. Mean,(0.92-1.11),90%CI,1.15,geom. Mean,(0.99-1.34),90%CI,0,inf,312,inf,h,,,500,,µg,PO,S0-T24-R14,h,MD OD (14 days),MD OD (Day 1-14),,"roflumilast (500 μg, Nycomed, Germany; formerly Altana)",,240,,fasted,10,,
3044,Martin 1997,https://pubmed.ncbi.nlm.nih.gov/9205830/,0.6mg po with Eprosartan,Digoxin,Eprosartan,PO,PO,,Plasma,1.01,geom. Mean,"[0,81; 1,26]",90% CI,1,geom. Mean,"[0,86; 1,17]",90% CI,0,inf,72,168,h,,,200,,mg,PO,S0-T12-R14,h,MD BID (7 days),MD BID Day 1-7,,,,,,,,,
